experiment_name,scene,plan,variant,model,run_name,iter,split,l1,psnr,log_path
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,30000,train,0.01230241321027279,33.513736724853516,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,32000,test,0.014700982586613722,30.85703863416399,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,32000,train,0.011791074834764005,33.64363250732422,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,34000,test,0.014528361481747456,30.8558566229684,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,34000,train,0.011386658437550068,33.886053466796874,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,36000,test,0.014234024432620831,30.965476172310964,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,36000,train,0.011851203814148904,33.97459335327149,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,38000,test,0.01452271274424025,30.924591609409877,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,38000,train,0.010410674661397935,34.436492156982425,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,40000,test,0.014401286507823637,30.95200593130929,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,40000,train,0.010903759114444257,34.13837203979492,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,2000,test,0.024506905823946,26.649648971557617,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,2000,train,0.02281700372695923,27.033030319213868,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,4000,test,0.02031309399753809,28.14743751525879,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,4000,train,0.0188809160143137,28.39107322692871,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,6000,test,0.018076911084353924,29.18093963623047,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,6000,train,0.01649112328886986,29.346567916870118,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,8000,test,0.01620192125439644,30.193534088134765,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,8000,train,0.0148535018786788,30.210519027709964,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,10000,test,0.01567971896380186,30.505420150756837,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,10000,train,0.015058809705078603,30.337448501586916,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,12000,test,0.014680593200027943,31.144467163085938,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,12000,train,0.013701060600578786,30.994015121459963,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
405841__planA__colmap_full__3dgs__default_40k_eval2k,405841,planA,colmap_full,3dgs,default_40k_eval2k,14000,test,0.01394822545349598,31.434542770385743,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_full/3dgs/logs/405841__planA__colmap_full__3dgs_default_40k_eval2k.log
